Var1,Var2,Var3,Var4
-16,6,-25,-14.043565549902
-16,7,-25,-12.7585024535599
-16,8,-25,-12.0224699470067
-16,9,-25,-11.926017634618
-16,10,-25,-12.6307496453842
-16,11,-25,-14.4488929288344
-16,12,-25,-18.1118981814117
-16,13,-25,-25.7015773145769
-16,14,-25,-24.6564311634191
-16,15,-25,-18.249901490905
-16,16,-25,-15.6550409945155
-16,17,-25,-15.2253490140423
-16,18,-25,-16.6245752517588
-16,19,-25,-19.7357834052718
-16,20,-25,-21.5227506941786
-15,-20,-25,-19.7102240521064
-15,-19,-25,-16.4064213808823
-15,-18,-25,-14.8231479691588
-15,-17,-25,-15.1612680205279
-15,-16,-25,-17.7623099657552
-15,-15,-25,-23.7907884088476
-15,-14,-25,-22.5159619856112
-15,-13,-25,-16.2494417970316
-15,-12,-25,-13.0442625118732
-15,-11,-25,-11.5483769408508
-15,-10,-25,-11.1838226998375
-15,-9,-25,-11.6963377981299
-15,-8,-25,-12.96289599746
-15,-7,-25,-14.9267050024381
-15,-6,-25,-17.5714621427905
-15,-5,-25,-20.9079572609727
-15,-4,-25,-24.9610241282288
-15,-3,-25,-29.7577126629026
-15,-2,-25,-35.407036454443
-15,-1,-25,-42.9054521623483
-15,0,-25,-326.81433393893
-15,1,-25,-42.9054521623482
-15,2,-25,-35.407036454443
-15,3,-25,-29.7577126629026
-15,4,-25,-24.9610241282288
-15,5,-25,-20.9079572609727
-15,6,-25,-17.5714621427905
-15,7,-25,-14.9267050024381
-15,8,-25,-12.96289599746
-15,9,-25,-11.6963377981299
-15,10,-25,-11.1838226998375
-15,11,-25,-11.5483769408508
-15,12,-25,-13.0442625118732
-15,13,-25,-16.2494417970316
-15,14,-25,-22.5159619856112
-15,15,-25,-23.7907884088476
-15,16,-25,-17.7623099657552
-15,17,-25,-15.1612680205279
-15,18,-25,-14.8231479691588
-15,19,-25,-16.4064213808823
-15,20,-25,-19.7102240521064
-14,-20,-25,-17.4650441641371
-14,-19,-25,-14.9125705289015
-14,-18,-25,-14.6664551397718
-14,-17,-25,-16.7951024024846
-14,-16,-25,-22.8557147783582
-14,-15,-25,-25.0984232560603
-14,-14,-25,-17.0657418908954
-14,-13,-25,-13.4822266574565
-14,-12,-25,-12.0318254369678
-14,-11,-25,-11.9901195121291
-14,-10,-25,-13.1401714681792
-14,-9,-25,-15.5180505535332
-14,-8,-25,-19.4482494647028
-14,-7,-25,-25.7738699472589
-14,-6,-25,-31.1289679462613
-14,-5,-25,-26.8665990218192
-14,-4,-25,-24.794016158895
-14,-3,-25,-24.9633972250383
-14,-2,-25,-27.1184271293493
-14,-1,-25,-32.4133032404078
-14,0,-25,-346.184495013578
-14,1,-25,-32.4133032404077
-14,2,-25,-27.1184271293493
-14,3,-25,-24.9633972250383
-14,4,-25,-24.794016158895
-14,5,-25,-26.8665990218192
-14,6,-25,-31.1289679462613
-14,7,-25,-25.7738699472589
-14,8,-25,-19.4482494647028
-14,9,-25,-15.5180505535332
-14,10,-25,-13.1401714681792
-14,11,-25,-11.9901195121291
-14,12,-25,-12.0318254369678
-14,13,-25,-13.4822266574565
-14,14,-25,-17.0657418908954
-14,15,-25,-25.0984232560602
-14,16,-25,-22.8557147783582
-14,17,-25,-16.7951024024845
-14,18,-25,-14.6664551397718
-14,19,-25,-14.9125705289015
-14,20,-25,-17.4650441641371
-13,-20,-25,-15.858058965718
-13,-19,-25,-14.4940578119575
-13,-18,-25,-15.6876000086137
-13,-17,-25,-20.4638630432901
-13,-16,-25,-42.9636264449593
-13,-15,-25,-20.0620150063199
-13,-14,-25,-15.1898567056732
-13,-13,-25,-13.5696005059967
-13,-12,-25,-13.9392611667032
-13,-11,-25,-16.2769793387111
-13,-10,-25,-21.7617865826634
-13,-9,-25,-34.0312838747041
-13,-8,-25,-22.0811082621629
-13,-7,-25,-17.5188315724849
-13,-6,-25,-15.6941912036384
-13,-5,-25,-15.3221234508343
-13,-4,-25,-16.0231536714149
-13,-3,-25,-17.7534153552184
-13,-2,-25,-20.8230984812655
-13,-1,-25,-26.6101513278878
-13,0,-25,-324.540966455734
-13,1,-25,-26.6101513278878
-13,2,-25,-20.8230984812655
-13,3,-25,-17.7534153552184
-13,4,-25,-16.0231536714149
-13,5,-25,-15.3221234508343
-13,6,-25,-15.6941912036384
-13,7,-25,-17.5188315724849
-13,8,-25,-22.0811082621629
-13,9,-25,-34.0312838747042
-13,10,-25,-21.7617865826634
-13,11,-25,-16.2769793387111
-13,12,-25,-13.9392611667032
-13,13,-25,-13.5696005059967
-13,14,-25,-15.1898567056732
-13,15,-25,-20.0620150063199
-13,16,-25,-42.9636264449593
-13,17,-25,-20.4638630432901
-13,18,-25,-15.6876000086137
-13,19,-25,-14.4940578119575
-13,20,-25,-15.858058965718
-12,-20,-25,-14.8710891998381
-12,-19,-25,-14.7851929836299
-12,-18,-25,-17.5847390707949
-12,-17,-25,-25.6569906864274
-12,-16,-25,-23.6228206696073
-12,-15,-25,-17.1923226998579
-12,-14,-25,-15.2408360125976
-12,-13,-25,-16.0412918981078
-12,-12,-25,-20.2899783987719
-12,-11,-25,-40.1595547828129
-12,-10,-25,-20.3513879576362
-12,-9,-25,-14.6544416625725
-12,-8,-25,-12.106826383512
-12,-7,-25,-11.1028185526679
-12,-6,-25,-11.1399740854275
-12,-5,-25,-12.0054065159304
-12,-4,-25,-13.6236755165771
-12,-3,-25,-16.054163648303
-12,-2,-25,-19.6342873008634
-12,-1,-25,-25.7369519747976
-12,0,-25,-326.618009221526
-12,1,-25,-25.7369519747976
-12,2,-25,-19.6342873008634
-12,3,-25,-16.054163648303
-12,4,-25,-13.6236755165771
-12,5,-25,-12.0054065159304
-12,6,-25,-11.1399740854275
-12,7,-25,-11.1028185526679
-12,8,-25,-12.106826383512
-12,9,-25,-14.6544416625725
-12,10,-25,-20.3513879576362
-12,11,-25,-40.1595547828128
-12,12,-25,-20.2899783987719
-12,13,-25,-16.0412918981078
-12,14,-25,-15.2408360125976
-12,15,-25,-17.1923226998578
-12,16,-25,-23.6228206696073
-12,17,-25,-25.6569906864274
-12,18,-25,-17.5847390707949
-12,19,-25,-14.7851929836299
-12,20,-25,-14.8710891998381
-11,-20,-25,-14.6172250343141
-11,-19,-25,-15.8527032598452
-11,-18,-25,-20.2535929010465
-11,-17,-25,-23.665437418001
-11,-16,-25,-18.3250949978636
-11,-15,-25,-15.9294765962268
-11,-14,-25,-16.6400533030692
-11,-13,-25,-21.4648441281972
-11,-12,-25,-26.7221967889866
-11,-11,-25,-16.5045496296448
-11,-10,-25,-11.9995164810529
-11,-9,-25,-9.87065752814367
-11,-8,-25,-9.14823900070326
-11,-7,-25,-9.46367517568209
-11,-6,-25,-10.6429484204518
-11,-5,-25,-12.598083900099
-11,-4,-25,-15.2958390731062
-11,-3,-25,-18.7756709436774
-11,-2,-25,-23.2879504388669
-11,-1,-25,-30.0574387876062
-11,0,-25,-322.662669832465
-11,1,-25,-30.0574387876063
-11,2,-25,-23.2879504388669
-11,3,-25,-18.7756709436774
-11,4,-25,-15.2958390731062
-11,5,-25,-12.598083900099
-11,6,-25,-10.6429484204518
-11,7,-25,-9.46367517568209
-11,8,-25,-9.14823900070326
-11,9,-25,-9.87065752814367
-11,10,-25,-11.9995164810529
-11,11,-25,-16.5045496296448
-11,12,-25,-26.7221967889866
-11,13,-25,-21.4648441281972
-11,14,-25,-16.6400533030692
-11,15,-25,-15.9294765962268
-11,16,-25,-18.3250949978636
-11,17,-25,-23.665437418001
-11,18,-25,-20.2535929010465
-11,19,-25,-15.8527032598452
-11,20,-25,-14.6172250343141
-10,-20,-25,-15.3246676942187
-10,-19,-25,-18.3331868359799
-10,-18,-25,-23.6902677779647
-10,-17,-25,-19.5080948219986
-10,-16,-25,-15.9914588885803
-10,-15,-25,-15.8151353938728
-10,-14,-25,-19.3867208480082
-10,-13,-25,-26.8576068413942
-10,-12,-25,-16.8896722118509
-10,-11,-25,-11.8426208452572
-10,-10,-25,-9.55806966654088
-10,-9,-25,-8.91882481103878
-10,-8,-25,-9.56412512023446
-10,-7,-25,-11.4064606139944
-10,-6,-25,-14.5471758062979
-10,-5,-25,-19.3601098543204
-10,-4,-25,-26.8978903567929
-10,-3,-25,-37.714181705453
-10,-2,-25,-35.5349362779952
-10,-1,-25,-37.8174130451593
-10,0,-25,-326.890305756435
-10,1,-25,-37.8174130451592
-10,2,-25,-35.5349362779952
-10,3,-25,-37.7141817054531
-10,4,-25,-26.8978903567929
-10,5,-25,-19.3601098543204
-10,6,-25,-14.5471758062979
-10,7,-25,-11.4064606139944
-10,8,-25,-9.56412512023446
-10,9,-25,-8.91882481103879
-10,10,-25,-9.55806966654088
-10,11,-25,-11.8426208452572
-10,12,-25,-16.8896722118509
-10,13,-25,-26.8576068413942
-10,14,-25,-19.3867208480082
-10,15,-25,-15.8151353938728
-10,16,-25,-15.9914588885803
-10,17,-25,-19.5080948219986
-10,18,-25,-23.6902677779647
-10,19,-25,-18.3331868359799
-10,20,-25,-15.3246676942186
-9,-20,-25,-17.1471177527794
-9,-19,-25,-24.2911500257303
-9,-18,-25,-23.422995900329
-9,-17,-25,-16.5885966474572
-9,-16,-25,-14.7878448454499
-9,-15,-25,-16.4840208788009
-9,-14,-25,-24.490396945277
-9,-13,-25,-22.1791872726455
-9,-12,-25,-13.9518048910912
-9,-11,-25,-10.8241150278522
-9,-10,-25,-10.0426084129712
-9,-9,-25,-11.1178114714521
-9,-8,-25,-14.3356372654549
-9,-7,-25,-21.6417032867723
-9,-6,-25,-30.1492875697709
-9,-5,-25,-19.4367602693491
-9,-4,-25,-16.6144550428214
-9,-3,-25,-16.5142686797928
-9,-2,-25,-18.5459257400823
-9,-1,-25,-23.788738977925
-9,0,-25,-325.502636396117
-9,1,-25,-23.788738977925
-9,2,-25,-18.5459257400823
-9,3,-25,-16.5142686797928
-9,4,-25,-16.6144550428214
-9,5,-25,-19.4367602693491
-9,6,-25,-30.1492875697709
-9,7,-25,-21.6417032867723
-9,8,-25,-14.3356372654549
-9,9,-25,-11.1178114714521
-9,10,-25,-10.0426084129712
-9,11,-25,-10.8241150278522
-9,12,-25,-13.9518048910912
-9,13,-25,-22.1791872726455
-9,14,-25,-24.490396945277
-9,15,-25,-16.4840208788009
-9,16,-25,-14.7878448454499
-9,17,-25,-16.5885966474572
-9,18,-25,-23.4229959003289
-9,19,-25,-24.2911500257303
-9,20,-25,-17.1471177527794
-8,-20,-25,-19.629585299603
-8,-19,-25,-38.0954803099874
-8,-18,-25,-18.508683716455
-8,-17,-25,-14.2874135262684
-8,-16,-25,-13.9314752576539
-8,-15,-25,-17.2288248904482
-8,-14,-25,-31.6209607095718
-8,-13,-25,-19.1757918058062
-8,-12,-25,-13.5785747731742
-8,-11,-25,-12.168245209019
-8,-10,-25,-13.6595907831839
-8,-9,-25,-19.6951750202785
-8,-8,-25,-28.8088995760629
-8,-7,-25,-15.1406749153846
-8,-6,-25,-11.0461133620501
-8,-5,-25,-9.54521919336241
-8,-4,-25,-9.61965422639077
-8,-3,-25,-11.0201152999702
-8,-2,-25,-13.9434089289924
-8,-1,-25,-19.6829575138607
-8,0,-25,-316.786807259045
-8,1,-25,-19.6829575138607
-8,2,-25,-13.9434089289924
-8,3,-25,-11.0201152999702
-8,4,-25,-9.61965422639077
-8,5,-25,-9.54521919336242
-8,6,-25,-11.0461133620501
-8,7,-25,-15.1406749153846
-8,8,-25,-28.8088995760629
-8,9,-25,-19.6951750202785
-8,10,-25,-13.6595907831839
-8,11,-25,-12.168245209019
-8,12,-25,-13.5785747731742
-8,13,-25,-19.1757918058062
-8,14,-25,-31.6209607095718
-8,15,-25,-17.2288248904482
-8,16,-25,-13.9314752576538
-8,17,-25,-14.2874135262684
-8,18,-25,-18.508683716455
-8,19,-25,-38.0954803099874
-8,20,-25,-19.629585299603
-7,-20,-25,-20.8188923849388
-7,-19,-25,-21.8202858130286
-7,-18,-25,-14.9899233344238
-7,-17,-25,-12.6514917788595
-7,-16,-25,-13.3389988798686
-7,-15,-25,-17.5059334877237
-7,-14,-25,-24.2697154266417
-7,-13,-25,-17.4067991218663
-7,-12,-25,-14.5136320568866
-7,-11,-25,-15.7532399074028
-7,-10,-25,-23.9739335123849
-7,-9,-25,-18.803757663664
-7,-8,-25,-10.9661214385481
-7,-7,-25,-7.54000474909279
-7,-6,-25,-6.15655507086806
-7,-5,-25,-6.17624808794777
-7,-4,-25,-7.36504608092351
-7,-3,-25,-9.68217953664259
-7,-2,-25,-13.3529337054107
-7,-1,-25,-19.6064485866519
-7,0,-25,-321.886972213554
-7,1,-25,-19.6064485866519
-7,2,-25,-13.3529337054107
-7,3,-25,-9.68217953664259
-7,4,-25,-7.36504608092351
-7,5,-25,-6.17624808794777
-7,6,-25,-6.15655507086807
-7,7,-25,-7.54000474909278
-7,8,-25,-10.9661214385481
-7,9,-25,-18.8037576636639
-7,10,-25,-23.9739335123849
-7,11,-25,-15.7532399074028
-7,12,-25,-14.5136320568866
-7,13,-25,-17.4067991218663
-7,14,-25,-24.2697154266417
-7,15,-25,-17.5059334877237
-7,16,-25,-13.3389988798686
-7,17,-25,-12.6514917788595
-7,18,-25,-14.9899233344238
-7,19,-25,-21.8202858130286
-7,20,-25,-20.8188923849388
-6,-20,-25,-20.7246230246943
-6,-19,-25,-17.7875600922412
-6,-18,-25,-13.2381993581844
-6,-17,-25,-11.9910688523678
-6,-16,-25,-13.521141450458
-6,-15,-25,-18.1625660521654
-6,-14,-25,-20.1271357597895
-6,-13,-25,-16.1169022588469
-6,-12,-25,-15.7998073132443
-6,-11,-25,-20.9735829607198
-6,-10,-25,-18.622412122967
-6,-9,-25,-10.4287605899243
-6,-8,-25,-6.54780758007902
-6,-7,-25,-4.8683352725635
-6,-6,-25,-4.75279396316165
-6,-5,-25,-5.99269556736068
-6,-4,-25,-8.56382374102292
-6,-3,-25,-12.5592580998653
-6,-2,-25,-18.2027576197887
-6,-1,-25,-26.3383863892824
-6,0,-25,-317.780297236214
-6,1,-25,-26.3383863892824
-6,2,-25,-18.2027576197887
-6,3,-25,-12.5592580998653
-6,4,-25,-8.56382374102292
-6,5,-25,-5.99269556736068
-6,6,-25,-4.75279396316165
-6,7,-25,-4.8683352725635
-6,8,-25,-6.54780758007902
-6,9,-25,-10.4287605899243
-6,10,-25,-18.622412122967
-6,11,-25,-20.9735829607198
-6,12,-25,-15.7998073132443
-6,13,-25,-16.1169022588469
-6,14,-25,-20.1271357597895
-6,15,-25,-18.1625660521654
-6,16,-25,-13.5211414504581
-6,17,-25,-11.9910688523678
-6,18,-25,-13.2381993581844
-6,19,-25,-17.7875600922412
-6,20,-25,-20.7246230246943
-5,-20,-25,-22.3415268910401
-5,-19,-25,-16.7493404708537
-5,-18,-25,-12.9808005280932
-5,-17,-25,-12.5913592801106
-5,-16,-25,-15.2957487908909
-5,-15,-25,-20.7095138278658
-5,-14,-25,-17.8095489138557
-5,-13,-25,-14.99423500116
-5,-12,-25,-16.7512221546512
-5,-11,-25,-24.0218506596094
-5,-10,-25,-13.6244590872407
-5,-9,-25,-7.88130954364479
-5,-8,-25,-5.34138467073227
-5,-7,-25,-4.8512212191887
-5,-6,-25,-6.21080881784364
-5,-5,-25,-9.80260476803135
-5,-4,-25,-17.4668235894001
-5,-3,-25,-33.6619537577412
-5,-2,-25,-21.0402916593013
-5,-1,-25,-22.8604192668602
-5,0,-25,-320.895328010802
-5,1,-25,-22.8604192668602
-5,2,-25,-21.0402916593013
-5,3,-25,-33.6619537577411
-5,4,-25,-17.4668235894001
-5,5,-25,-9.80260476803135
-5,6,-25,-6.21080881784365
-5,7,-25,-4.85122121918869
-5,8,-25,-5.34138467073227
-5,9,-25,-7.88130954364479
-5,10,-25,-13.6244590872407
-5,11,-25,-24.0218506596094
-5,12,-25,-16.7512221546512
-5,13,-25,-14.99423500116
-5,14,-25,-17.8095489138557
-5,15,-25,-20.7095138278658
-5,16,-25,-15.2957487908909
-5,17,-25,-12.5913592801106
-5,18,-25,-12.9808005280932
-5,19,-25,-16.7493404708537
-5,20,-25,-22.3415268910401
-4,-20,-25,-29.2962945820086
-4,-19,-25,-17.1986757346795
-4,-18,-25,-13.9129390847875
-4,-17,-25,-14.7020771625943
-4,-16,-25,-20.5031760385345
-4,-15,-25,-22.6888928582544
-4,-14,-25,-14.9818782886801
-4,-13,-25,-13.2780445639593
-4,-12,-25,-16.4109129609028
-4,-11,-25,-29.4831118308659
-4,-10,-25,-13.0382741807756
-4,-9,-25,-7.98145290546881
-4,-8,-25,-6.44864521870594
-4,-7,-25,-7.63342114910016
-4,-6,-25,-12.8624268916647
-4,-5,-25,-30.5536737523866
-4,-4,-25,-11.4021083495344
-4,-3,-25,-7.77594656485916
-4,-2,-25,-7.98651465773898
-4,-1,-25,-12.2615368966709
-4,0,-25,-315.215394883498
-4,1,-25,-12.2615368966709
-4,2,-25,-7.98651465773899
-4,3,-25,-7.77594656485915
-4,4,-25,-11.4021083495344
-4,5,-25,-30.5536737523866
-4,6,-25,-12.8624268916647
-4,7,-25,-7.63342114910017
-4,8,-25,-6.44864521870594
-4,9,-25,-7.98145290546881
-4,10,-25,-13.0382741807756
-4,11,-25,-29.4831118308659
-4,12,-25,-16.4109129609028
-4,13,-25,-13.2780445639593
-4,14,-25,-14.9818782886801
-4,15,-25,-22.6888928582544
-4,16,-25,-20.5031760385345
-4,17,-25,-14.7020771625943
-4,18,-25,-13.9129390847875
-4,19,-25,-17.1986757346795
-4,20,-25,-29.2962945820086
-3,-20,-25,-25.6196386853615
-3,-19,-25,-17.0899365244307
-3,-18,-25,-15.0669280625274
-3,-17,-25,-17.8216950791981
-3,-16,-25,-32.9055720518786
-3,-15,-25,-16.5667971998364
-3,-14,-25,-11.5824497371803
-3,-13,-25,-10.7717706964071
-3,-12,-25,-13.8292451207397
-3,-11,-25,-28.6587291451038
-3,-10,-25,-15.2946004800485
-3,-9,-25,-10.2652658081397
-3,-8,-25,-10.213667369545
-3,-7,-25,-16.5369487392014
-3,-6,-25,-16.6062830474746
-3,-5,-25,-6.26659207603997
-3,-4,-25,-2.37853508894382
-3,-3,-25,-1.22439413636807
-3,-2,-25,-2.42476772091706
-3,-1,-25,-7.13985582049562
-3,0,-25,-321.471577902989
-3,1,-25,-7.13985582049562
-3,2,-25,-2.42476772091706
-3,3,-25,-1.22439413636807
-3,4,-25,-2.37853508894382
-3,5,-25,-6.26659207603997
-3,6,-25,-16.6062830474746
-3,7,-25,-16.5369487392014
-3,8,-25,-10.213667369545
-3,9,-25,-10.2652658081397
-3,10,-25,-15.2946004800485
-3,11,-25,-28.6587291451039
-3,12,-25,-13.8292451207397
-3,13,-25,-10.7717706964071
-3,14,-25,-11.5824497371803
-3,15,-25,-16.5667971998364
-3,16,-25,-32.9055720518786
-3,17,-25,-17.8216950791981
-3,18,-25,-15.0669280625274
-3,19,-25,-17.0899365244307
-3,20,-25,-25.6196386853615
-2,-20,-25,-17.954926321407
-2,-19,-25,-15.1681696417317
-2,-18,-25,-14.7304908265569
-2,-17,-25,-17.8406175264622
-2,-16,-25,-18.2298180093854
-2,-15,-25,-11.9405701761221
-2,-14,-25,-8.79706903032371
-2,-13,-25,-8.40039571129931
-2,-12,-25,-10.8375437633045
-2,-11,-25,-17.7476252453376
-2,-10,-25,-18.8285035655679
-2,-9,-25,-14.55753209578
-2,-8,-25,-18.1929758825746
-2,-7,-25,-15.7417262443804
-2,-6,-25,-5.4461896347808
-2,-5,-25,-0.557270340877456
-2,-4,-25,1.81926967211881
-2,-3,-25,2.29685391621575
-2,-2,-25,0.748917216156986
-2,-1,-25,-4.13823634686582
-2,0,-25,-313.383266050555
-2,1,-25,-4.13823634686582
-2,2,-25,0.748917216156983
-2,3,-25,2.29685391621574
-2,4,-25,1.81926967211881
-2,5,-25,-0.557270340877453
-2,6,-25,-5.44618963478081
-2,7,-25,-15.7417262443804
-2,8,-25,-18.1929758825746
-2,9,-25,-14.55753209578
-2,10,-25,-18.8285035655679
-2,11,-25,-17.7476252453376
-2,12,-25,-10.8375437633045
-2,13,-25,-8.40039571129931
-2,14,-25,-8.79706903032371
-2,15,-25,-11.9405701761221
-2,16,-25,-18.2298180093854
-2,17,-25,-17.8406175264622
-2,18,-25,-14.7304908265569
-2,19,-25,-15.1681696417317
-2,20,-25,-17.954926321407
-1,-20,-25,-14.6537652654431
-1,-19,-25,-13.2952316757186
-1,-18,-25,-13.4512302727436
-1,-17,-25,-15.3932466020764
-1,-16,-25,-13.85701968427
-1,-15,-25,-9.51437230534943
-1,-14,-25,-7.09436865939758
-1,-13,-25,-6.84701402634516
-1,-12,-25,-8.87487249564179
-1,-11,-25,-13.6504519981146
-1,-10,-25,-18.1320124663774
-1,-9,-25,-17.8424993372504
-1,-8,-25,-18.0497645734713
-1,-7,-25,-8.17672421618154
-1,-6,-25,-1.68979680514004
-1,-5,-25,2.0654831950575
-1,-4,-25,3.93857169243825
-1,-3,-25,4.15077020775917
-1,-2,-25,2.45541875016401
-1,-1,-25,-2.50767547200797
-1,0,-25,-315.177344147848
-1,1,-25,-2.50767547200798
-1,2,-25,2.45541875016401
-1,3,-25,4.15077020775916
