Var1,Var2,Var3,Var4
-13,6,-25,-6.93366724747389
-13,7,-25,-6.3112294619541
-13,8,-25,-6.28848840923275
-13,9,-25,-6.98536132151303
-13,10,-25,-8.62971977186162
-13,11,-25,-11.6431665765306
-13,12,-25,-16.2519681738574
-13,13,-25,-16.4507847842839
-13,14,-25,-12.0982936543383
-13,15,-25,-9.48506236507212
-13,16,-25,-8.57151783516802
-13,17,-25,-9.17603596461524
-13,18,-25,-11.5638080519489
-13,19,-25,-17.0744883572213
-13,20,-25,-32.0154056774039
-12,-20,-25,-22.5192597089926
-12,-19,-25,-13.6607133659311
-12,-18,-25,-10.2733001855248
-12,-17,-25,-9.18946567978433
-12,-16,-25,-9.85921117629234
-12,-15,-25,-12.2966004678552
-12,-14,-25,-15.3749911375504
-12,-13,-25,-13.0613886382011
-12,-12,-25,-9.01952191347358
-12,-11,-25,-6.40097621990859
-12,-10,-25,-4.966027063294
-12,-9,-25,-4.41006741392317
-12,-8,-25,-4.55128170123131
-12,-7,-25,-5.28148771889866
-12,-6,-25,-6.53700309728969
-12,-5,-25,-8.28981919204213
-12,-4,-25,-10.5584367282358
-12,-3,-25,-13.4555561652786
-12,-2,-25,-17.350573626207
-12,-1,-25,-23.635450429499
-12,0,-25,-328.171744521271
-12,1,-25,-23.635450429499
-12,2,-25,-17.350573626207
-12,3,-25,-13.4555561652786
-12,4,-25,-10.5584367282358
-12,5,-25,-8.28981919204213
-12,6,-25,-6.5370030972897
-12,7,-25,-5.28148771889866
-12,8,-25,-4.55128170123131
-12,9,-25,-4.41006741392317
-12,10,-25,-4.966027063294
-12,11,-25,-6.40097621990859
-12,12,-25,-9.01952191347357
-12,13,-25,-13.0613886382011
-12,14,-25,-15.3749911375504
-12,15,-25,-12.2966004678552
-12,16,-25,-9.85921117629234
-12,17,-25,-9.18946567978433
-12,18,-25,-10.2733001855248
-12,19,-25,-13.6607133659311
-12,20,-25,-22.5192597089926
-11,-20,-25,-16.3368835966159
-11,-19,-25,-11.4147756059986
-11,-18,-25,-9.55235161081561
-11,-17,-25,-9.67539314767675
-11,-16,-25,-11.6172473248872
-11,-15,-25,-14.3248073971881
-11,-14,-25,-12.327032567556
-11,-13,-25,-8.3042031568435
-11,-12,-25,-5.60875808954003
-11,-11,-25,-4.13402523561802
-11,-10,-25,-3.59864672099314
-11,-9,-25,-3.83155751677153
-11,-8,-25,-4.73482989557417
-11,-7,-25,-6.25371624574702
-11,-6,-25,-8.36107102346963
-11,-5,-25,-11.0506040467913
-11,-4,-25,-14.3394815918056
-11,-3,-25,-18.2967887731672
-11,-2,-25,-23.1806056163658
-11,-1,-25,-30.1974110818629
-11,0,-25,-328.820529990812
-11,1,-25,-30.1974110818629
-11,2,-25,-23.1806056163658
-11,3,-25,-18.2967887731672
-11,4,-25,-14.3394815918056
-11,5,-25,-11.0506040467913
-11,6,-25,-8.36107102346963
-11,7,-25,-6.25371624574702
-11,8,-25,-4.73482989557418
-11,9,-25,-3.83155751677153
-11,10,-25,-3.59864672099314
-11,11,-25,-4.13402523561802
-11,12,-25,-5.60875808954003
-11,13,-25,-8.3042031568435
-11,14,-25,-12.327032567556
-11,15,-25,-14.3248073971881
-11,16,-25,-11.6172473248872
-11,17,-25,-9.67539314767674
-11,18,-25,-9.55235161081562
-11,19,-25,-11.4147756059986
-11,20,-25,-16.3368835966159
-10,-20,-25,-13.1546068479903
-10,-19,-25,-10.0584032644007
-10,-18,-25,-9.36677531706307
-10,-17,-25,-10.6541422449893
-10,-16,-25,-13.5986308221087
-10,-15,-25,-13.4632610041935
-10,-14,-25,-9.13625634536271
-10,-13,-25,-5.95771211919641
-10,-12,-25,-4.2099961362085
-10,-11,-25,-3.5700909260217
-10,-10,-25,-3.85326067793439
-10,-9,-25,-4.98450783444575
-10,-8,-25,-6.97258633053955
-10,-7,-25,-9.92001982707256
-10,-6,-25,-14.0916599411845
-10,-5,-25,-20.1691636516234
-10,-4,-25,-30.5803876455631
-10,-3,-25,-36.9351092554832
-10,-2,-25,-32.2873644288178
-10,-1,-25,-35.4000852349162
-10,0,-25,-323.812671973206
-10,1,-25,-35.4000852349162
-10,2,-25,-32.2873644288179
-10,3,-25,-36.9351092554832
-10,4,-25,-30.5803876455631
-10,5,-25,-20.1691636516234
-10,6,-25,-14.0916599411845
-10,7,-25,-9.92001982707256
-10,8,-25,-6.97258633053956
-10,9,-25,-4.98450783444575
-10,10,-25,-3.85326067793438
-10,11,-25,-3.57009092602171
-10,12,-25,-4.2099961362085
-10,13,-25,-5.95771211919642
-10,14,-25,-9.13625634536271
-10,15,-25,-13.4632610041935
-10,16,-25,-13.5986308221087
-10,17,-25,-10.6541422449893
-10,18,-25,-9.36677531706308
-10,19,-25,-10.0584032644007
-10,20,-25,-13.1546068479903
-9,-20,-25,-11.1312429905516
-9,-19,-25,-9.27823134256323
-9,-18,-25,-9.63911952452835
-9,-17,-25,-12.2160141252743
-9,-16,-25,-15.4665191872337
-9,-15,-25,-11.7060362099604
-9,-14,-25,-7.45100498280528
-9,-13,-25,-5.08610654656823
-9,-12,-25,-4.14607747628542
-9,-11,-25,-4.37431873933203
-9,-10,-25,-5.72800253439407
-9,-9,-25,-8.38259502205766
-9,-8,-25,-12.9787004916989
-9,-7,-25,-22.4215662656828
-9,-6,-25,-26.6244223952908
-9,-5,-25,-18.0494906242176
-9,-4,-25,-15.8968807758479
-9,-3,-25,-16.132223747426
-9,-2,-25,-18.3435495887683
-9,-1,-25,-23.6737057229117
-9,0,-25,-324.787425539908
-9,1,-25,-23.6737057229117
-9,2,-25,-18.3435495887683
-9,3,-25,-16.132223747426
-9,4,-25,-15.8968807758479
-9,5,-25,-18.0494906242176
-9,6,-25,-26.6244223952908
-9,7,-25,-22.4215662656828
-9,8,-25,-12.9787004916989
-9,9,-25,-8.38259502205767
-9,10,-25,-5.72800253439407
-9,11,-25,-4.37431873933203
-9,12,-25,-4.14607747628543
-9,13,-25,-5.08610654656822
-9,14,-25,-7.45100498280528
-9,15,-25,-11.7060362099604
-9,16,-25,-15.4665191872337
-9,17,-25,-12.2160141252743
-9,18,-25,-9.63911952452835
-9,19,-25,-9.27823134256323
-9,20,-25,-11.1312429905516
-8,-20,-25,-9.72399158464176
-8,-19,-25,-8.87399234766136
-8,-18,-25,-10.2863213326061
-8,-17,-25,-14.5376937932906
-8,-16,-25,-16.610790180355
-8,-15,-25,-10.448293114667
-8,-14,-25,-6.80176663476947
-8,-13,-25,-5.21851610191848
-8,-12,-25,-5.16838983021643
-8,-11,-25,-6.59251569425274
-8,-10,-25,-9.92787602023364
-8,-9,-25,-17.3218045791503
-8,-8,-25,-26.8743915523973
-8,-7,-25,-14.1969600718109
-8,-6,-25,-10.6117569992944
-8,-5,-25,-9.42737654068239
-8,-4,-25,-9.67023824504318
-8,-3,-25,-11.1285072214614
-8,-2,-25,-14.0416937337063
-8,-1,-25,-19.749325178449
-8,0,-25,-315.173793924604
-8,1,-25,-19.749325178449
-8,2,-25,-14.0416937337063
-8,3,-25,-11.1285072214614
-8,4,-25,-9.67023824504318
-8,5,-25,-9.42737654068238
-8,6,-25,-10.6117569992944
-8,7,-25,-14.1969600718109
-8,8,-25,-26.8743915523973
-8,9,-25,-17.3218045791503
-8,10,-25,-9.92787602023364
-8,11,-25,-6.59251569425274
-8,12,-25,-5.16838983021643
-8,13,-25,-5.21851610191848
-8,14,-25,-6.80176663476947
-8,15,-25,-10.448293114667
-8,16,-25,-16.610790180355
-8,17,-25,-14.5376937932905
-8,18,-25,-10.2863213326061
-8,19,-25,-8.87399234766136
-8,20,-25,-9.72399158464176
-7,-20,-25,-8.76081212599501
-7,-19,-25,-8.75936643057737
-7,-18,-25,-11.2643635383442
-7,-17,-25,-18.0055841537813
-7,-16,-25,-16.3077897192676
-7,-15,-25,-9.65873102841081
-7,-14,-25,-6.78537372596145
-7,-13,-25,-6.0651408710001
-7,-12,-25,-7.18637665038461
-7,-11,-25,-10.7100890173955
-7,-10,-25,-20.4643853876559
-7,-9,-25,-18.0126468758508
-7,-8,-25,-10.197784810761
-7,-7,-25,-7.15189732950647
-7,-6,-25,-6.00898942395177
-7,-5,-25,-6.08615011241205
-7,-4,-25,-7.15364707266344
-7,-3,-25,-9.2049528154682
-7,-2,-25,-12.5408806564304
-7,-1,-25,-18.5087809039379
-7,0,-25,-326.776840657266
-7,1,-25,-18.5087809039379
-7,2,-25,-12.5408806564304
-7,3,-25,-9.2049528154682
-7,4,-25,-7.15364707266344
-7,5,-25,-6.08615011241206
-7,6,-25,-6.00898942395177
-7,7,-25,-7.15189732950647
-7,8,-25,-10.197784810761
-7,9,-25,-18.0126468758508
-7,10,-25,-20.4643853876559
-7,11,-25,-10.7100890173955
-7,12,-25,-7.18637665038462
-7,13,-25,-6.0651408710001
-7,14,-25,-6.78537372596145
-7,15,-25,-9.65873102841081
-7,16,-25,-16.3077897192676
-7,17,-25,-18.0055841537813
-7,18,-25,-11.2643635383442
-7,19,-25,-8.75936643057737
-7,20,-25,-8.760812125995
-6,-20,-25,-8.20531705948344
-6,-19,-25,-8.94054035622218
-6,-18,-25,-12.6262810774338
-6,-17,-25,-23.6725625769237
-6,-16,-25,-14.776972211772
-6,-15,-25,-9.07299077890785
-6,-14,-25,-7.07054617865723
-6,-13,-25,-7.35241048086221
-6,-12,-25,-10.1416881996686
-6,-11,-25,-18.2477750819865
-6,-10,-25,-17.0802019019148
-6,-9,-25,-9.01635957049412
-6,-8,-25,-5.64074761618878
-6,-7,-25,-4.22485088719771
-6,-6,-25,-4.06428066841178
-6,-5,-25,-4.89153929819612
-6,-4,-25,-6.60491482616286
-6,-3,-25,-9.22865469239883
-6,-2,-25,-13.040247018281
-6,-1,-25,-19.3319971492795
-6,0,-25,-315.944740341512
-6,1,-25,-19.3319971492795
-6,2,-25,-13.040247018281
-6,3,-25,-9.22865469239884
-6,4,-25,-6.60491482616287
-6,5,-25,-4.89153929819612
-6,6,-25,-4.06428066841179
-6,7,-25,-4.22485088719772
-6,8,-25,-5.64074761618877
-6,9,-25,-9.01635957049412
-6,10,-25,-17.0802019019148
-6,11,-25,-18.2477750819865
-6,12,-25,-10.1416881996686
-6,13,-25,-7.35241048086222
-6,14,-25,-7.07054617865724
-6,15,-25,-9.07299077890785
-6,16,-25,-14.776972211772
-6,17,-25,-23.6725625769237
-6,18,-25,-12.6262810774338
-6,19,-25,-8.94054035622218
-6,20,-25,-8.20531705948344
-5,-20,-25,-8.04567520917926
-5,-19,-25,-9.463298827131
-5,-18,-25,-14.5628261786374
-5,-17,-25,-29.1683577369617
-5,-16,-25,-12.8859019174142
-5,-15,-25,-8.49955126024799
-5,-14,-25,-7.37818347243296
-5,-13,-25,-8.75027814017954
-5,-12,-25,-13.7580134744717
-5,-11,-25,-20.0696178016421
-5,-10,-25,-10.0956921750914
-5,-9,-25,-5.64521541320295
-5,-8,-25,-3.62993496245947
-5,-7,-25,-3.07765897833808
-5,-6,-25,-3.64662725219939
-5,-5,-25,-5.1980153195165
-5,-4,-25,-7.67888852651636
-5,-3,-25,-11.0949357750618
-5,-2,-25,-15.6227259522593
-5,-1,-25,-22.4056358135311
-5,0,-25,-336.011552461714
-5,1,-25,-22.4056358135311
-5,2,-25,-15.6227259522593
-5,3,-25,-11.0949357750618
-5,4,-25,-7.67888852651637
-5,5,-25,-5.1980153195165
-5,6,-25,-3.6466272521994
-5,7,-25,-3.07765897833807
-5,8,-25,-3.62993496245948
-5,9,-25,-5.64521541320295
-5,10,-25,-10.0956921750914
-5,11,-25,-20.0696178016421
-5,12,-25,-13.7580134744717
-5,13,-25,-8.75027814017954
-5,14,-25,-7.37818347243296
-5,15,-25,-8.49955126024799
-5,16,-25,-12.8859019174142
-5,17,-25,-29.1683577369617
-5,18,-25,-14.5628261786374
-5,19,-25,-9.463298827131
-5,20,-25,-8.04567520917925
-4,-20,-25,-8.23864464827188
-4,-19,-25,-10.3486253884112
-4,-18,-25,-17.4251317644077
-4,-17,-25,-21.8354211338851
-4,-16,-25,-11.1269484052687
-4,-15,-25,-7.87353787091867
-4,-14,-25,-7.52616059399944
-4,-13,-25,-9.90923824287952
-4,-12,-25,-16.8775457503118
-4,-11,-25,-14.1929047429501
-4,-10,-25,-7.32872900314506
-4,-9,-25,-4.1681955972841
-4,-8,-25,-2.9291333583356
-4,-7,-25,-3.05575176271511
-4,-6,-25,-4.36245845287619
-4,-5,-25,-6.80142563269963
-4,-4,-25,-10.3159811751523
-4,-3,-25,-14.5750752713158
-4,-2,-25,-18.9951266443201
-4,-1,-25,-24.8501529042658
-4,0,-25,-320.408141093613
-4,1,-25,-24.8501529042658
-4,2,-25,-18.9951266443201
-4,3,-25,-14.5750752713158
-4,4,-25,-10.3159811751523
-4,5,-25,-6.80142563269964
-4,6,-25,-4.36245845287618
-4,7,-25,-3.05575176271511
-4,8,-25,-2.9291333583356
-4,9,-25,-4.1681955972841
-4,10,-25,-7.32872900314506
-4,11,-25,-14.1929047429501
-4,12,-25,-16.8775457503118
-4,13,-25,-9.90923824287951
-4,14,-25,-7.52616059399944
-4,15,-25,-7.87353787091867
-4,16,-25,-11.1269484052687
-4,17,-25,-21.8354211338851
-4,18,-25,-17.4251317644077
-4,19,-25,-10.3486253884112
-4,20,-25,-8.23864464827188
-3,-20,-25,-8.68323244100712
-3,-19,-25,-11.5312129036007
-3,-18,-25,-21.7875177168402
-3,-17,-25,-17.1396464402245
-3,-16,-25,-9.66224841126452
-3,-15,-25,-7.23220139869552
-3,-14,-25,-7.47123149082594
-3,-13,-25,-10.6165357785316
-3,-12,-25,-17.9662837881107
-3,-11,-25,-11.6538824501466
-3,-10,-25,-6.1536988372476
-3,-9,-25,-3.68860049228986
-3,-8,-25,-3.02323706276838
-3,-7,-25,-3.78925170342069
-3,-6,-25,-5.92098701200088
-3,-5,-25,-9.36121400417817
-3,-4,-25,-13.0668799984104
-3,-3,-25,-14.5571762333788
-3,-2,-25,-15.6344746174414
-3,-1,-25,-19.9634743216582
-3,0,-25,-326.113154163959
-3,1,-25,-19.9634743216582
-3,2,-25,-15.6344746174414
-3,3,-25,-14.5571762333789
-3,4,-25,-13.0668799984104
-3,5,-25,-9.36121400417818
-3,6,-25,-5.92098701200088
-3,7,-25,-3.7892517034207
-3,8,-25,-3.02323706276838
-3,9,-25,-3.68860049228986
-3,10,-25,-6.15369883724759
-3,11,-25,-11.6538824501466
-3,12,-25,-17.9662837881107
-3,13,-25,-10.6165357785316
-3,14,-25,-7.47123149082595
-3,15,-25,-7.23220139869552
-3,16,-25,-9.66224841126452
-3,17,-25,-17.1396464402245
-3,18,-25,-21.7875177168402
-3,19,-25,-11.5312129036007
-3,20,-25,-8.68323244100712
-2,-20,-25,-9.21644688353137
-2,-19,-25,-12.8035541262752
-2,-18,-25,-28.1273118809952
-2,-17,-25,-14.4282002188854
-2,-16,-25,-8.56139832084685
-2,-15,-25,-6.66693704903543
-2,-14,-25,-7.28929524291077
-2,-13,-25,-10.9007192424295
-2,-12,-25,-17.8060731266634
-2,-11,-25,-10.6278053051382
-2,-10,-25,-5.76671722358969
-2,-9,-25,-3.73574801091966
-2,-8,-25,-3.5258666898557
-2,-7,-25,-4.88846019713648
-2,-6,-25,-7.80346447701315
-2,-5,-25,-11.333275360456
-2,-4,-25,-11.7033467916821
-2,-3,-25,-10.5991839912574
-2,-2,-25,-11.4430475789669
-2,-1,-25,-15.9473306906701
-2,0,-25,-341.235994796777
-2,1,-25,-15.9473306906701
-2,2,-25,-11.4430475789669
-2,3,-25,-10.5991839912574
-2,4,-25,-11.7033467916821
-2,5,-25,-11.333275360456
-2,6,-25,-7.80346447701316
-2,7,-25,-4.88846019713647
-2,8,-25,-3.5258666898557
-2,9,-25,-3.73574801091966
-2,10,-25,-5.76671722358969
-2,11,-25,-10.6278053051382
-2,12,-25,-17.8060731266634
-2,13,-25,-10.9007192424295
-2,14,-25,-7.28929524291076
-2,15,-25,-6.66693704903542
-2,16,-25,-8.56139832084684
-2,17,-25,-14.4282002188854
-2,18,-25,-28.1273118809952
-2,19,-25,-12.8035541262752
-2,20,-25,-9.21644688353137
-1,-20,-25,-9.64390552098655
-1,-19,-25,-13.8127824346898
-1,-18,-25,-30.6460744672762
-1,-17,-25,-12.960041376719
-1,-16,-25,-7.87639448930218
-1,-15,-25,-6.27805345480809
-1,-14,-25,-7.10757692629739
-1,-13,-25,-10.9466519026346
-1,-12,-25,-17.565864899439
-1,-11,-25,-10.2860792797585
-1,-10,-25,-5.72328263480257
-1,-9,-25,-3.94812424137908
-1,-8,-25,-4.05274485466688
-1,-7,-25,-5.85701042640259
-1,-6,-25,-9.17628557424054
-1,-5,-25,-11.1696342659962
-1,-4,-25,-9.29414548490542
-1,-3,-25,-8.10343134728272
-1,-2,-25,-9.18091307320069
-1,-1,-25,-13.8339994429956
-1,0,-25,-350.354633909772
-1,1,-25,-13.8339994429956
-1,2,-25,-9.18091307320068
